Age,Accessibility,EdLevel,Employment,Gender,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
<35,No,Other,1,Man,Dev,10,7,United States of America,115000,C#;C++;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Unity 3D;Unreal Engine;ASP.NET;ASP.NET Core ;Node.js;AWS;Google Cloud;Microsoft Azure;DynamoDB;Microsoft SQL Server;MongoDB;SQLite,19,1
<35,No,NoHigherEd,1,Man,Dev,15,11,Canada,128839,Elixir;Go;Java;Ruby;SQL;Ansible;Docker;Homebrew;Kubernetes;Terraform;Yarn;Phoenix;Ruby on Rails;AWS;Linode;Microsoft Azure;PostgreSQL;Redis,18,0
<35,No,Other,1,Man,Dev,12,7,United Kingdom of Great Britain and Northern Ireland,160818,C#;HTML/CSS;JavaScript;TypeScript;Docker;Homebrew;npm;Yarn;React.js;AWS;DynamoDB;Microsoft SQL Server;MySQL;Redis,14,1
>35,No,Undergraduate,0,Man,Dev,27,24,Denmark,103248,C#;F#;HTML/CSS;JavaScript;PowerShell;TypeScript;VBA;Docker;Kubernetes;Angular;Angular.js;ASP.NET;ASP.NET Core ;Blazor;Node.js;Vue.js;Microsoft Azure;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,21,1
<35,No,Undergraduate,1,Man,Dev,16,12,United States of America,180000,HTML/CSS;PowerShell;Python;SQL;Microsoft Azure;Microsoft SQL Server,6,0
>35,No,Undergraduate,1,Man,Dev,6,5,Israel,111204,C#;Java;JavaScript;TypeScript;Docker;Kubernetes;Angular;AWS;OpenStack;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,13,1
<35,No,Undergraduate,1,Man,Dev,10,5,Canada,114237,Bash/Shell;Java;Kotlin;Python;SQL;Docker;Terraform;AWS;Microsoft Azure;DynamoDB;PostgreSQL;Redis,12,0
>35,No,Master,1,Man,Dev,24,19,United States of America,204000,C#;SQL;Elasticsearch;Microsoft SQL Server,4,0
<35,No,Undergraduate,1,Man,Dev,11,8,United States of America,107000,HTML/CSS;JavaScript;Python;TypeScript;npm;ASP.NET;Blazor;jQuery,8,1
<35,No,Undergraduate,1,Man,Dev,5,2,United States of America,120000,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Docker;Kubernetes;npm;Terraform;Yarn;ASP.NET;ASP.NET Core ;Next.js;Node.js;React.js;AWS;DynamoDB;Microsoft SQL Server;MySQL,22,1
>35,No,Undergraduate,1,Man,Dev,25,21,United States of America,130000,C#;HTML/CSS;JavaScript;SQL;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server,8,1
<35,No,Master,1,Man,Dev,12,7,United States of America,175000,Bash/Shell;C++;Haskell;HTML/CSS;JavaScript;Python;Docker;Kubernetes;npm;Django;Flask;React.js;Vue.js;AWS,14,0
>35,No,Undergraduate,1,Man,Dev,11,9,United States of America,110000,C#;HTML/CSS;JavaScript;SQL;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server,9,1
<35,No,Undergraduate,1,Man,Dev,11,10,United States of America,165000,HTML/CSS;JavaScript;TypeScript;Yarn;Node.js;React.js;Vue.js,7,0
>35,No,Other,1,Man,Dev,30,22,United States of America,120000,C#;HTML/CSS;JavaScript;SQL;ASP.NET;jQuery;Vue.js;AWS;Microsoft SQL Server;PostgreSQL,10,1
>35,No,Undergraduate,0,Man,Dev,14,11,Poland,138756,Bash/Shell;C#;F#;JavaScript;TypeScript;Terraform;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,10,1
>35,No,PhD,1,Man,NotDev,30,20,Germany,133305,Python,1,0
<35,No,Undergraduate,1,Man,Dev,13,6,United States of America,196000,Bash/Shell;C#;Go;HTML/CSS;JavaScript;TypeScript;Docker;Homebrew;Kubernetes;npm;Angular;ASP.NET Core ;Express;AWS;PostgreSQL;Redis,16,1
>35,No,Master,1,Man,Dev,30,22,Germany,121574,Assembly;C++;Delphi;Haskell;Java;JavaScript;Kotlin;PHP;Python;Rust;Scala;Docker;Kubernetes;Flask;Google Cloud;Cassandra;PostgreSQL;Redis,18,0
<35,Yes,Undergraduate,1,Man,Dev,19,12,New Zealand,100360,C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript;Docker;Kubernetes;npm;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Blazor;jQuery;Node.js;React.js;Firebase;Google Cloud;Microsoft Azure;Microsoft SQL Server;MySQL;SQLite,27,1
<35,No,Undergraduate,1,Man,Dev,7,3,Israel,104028,Bash/Shell;Java;JavaScript;Docker;Puppet;React.js;AWS;MySQL,8,0
<35,No,Master,1,Man,Dev,9,3,Poland,156000,Bash/Shell;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript;Docker;Kubernetes;Angular;Angular.js;Django;Express;Node.js;React.js;Vue.js;AWS;DigitalOcean;Heroku;Microsoft Azure;Elasticsearch;PostgreSQL;Redis,23,1
>35,No,Undergraduate,1,Man,Dev,19,14,United States of America,145000,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Rust;Docker;npm;Django;Gatsby;React.js;PostgreSQL,12,1
<35,No,Master,1,Man,Dev,6,6,United States of America,150000,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SAS;SQL;Swift;VBA;Django;Flask;DigitalOcean;Oracle;SQLite,17,1
>35,No,Undergraduate,1,Man,Dev,22,21,United States of America,112500,JavaScript;PHP;SQL;Docker;npm;Yarn;Laravel;Vue.js;AWS;MySQL,10,0
>35,No,Undergraduate,1,Man,Dev,46,42,Canada,120000,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;SQL;Docker;Homebrew;Kubernetes;npm;Vue.js;AWS;PostgreSQL,13,1
<35,No,Undergraduate,1,Man,Dev,13,6,United States of America,130000,Bash/Shell;Go;Java;Docker;Kubernetes;npm;Terraform;React.js;AWS;Elasticsearch;MySQL,11,1
<35,No,Undergraduate,1,Man,Dev,20,12,United Kingdom of Great Britain and Northern Ireland,131921,Java;JavaScript;SQL;Swift;TypeScript;Homebrew;Unity 3D;Yarn;Node.js;React.js;AWS;DynamoDB;MySQL;PostgreSQL,14,1
>35,No,PhD,1,Man,Dev,34,22,United Kingdom of Great Britain and Northern Ireland,125639,C#;Python;TypeScript;Docker;npm;Terraform;React.js;AWS;Microsoft Azure;MongoDB,10,1
>35,No,Undergraduate,1,Man,Dev,19,17,United States of America,170000,C#;PowerShell;SQL;Docker;Kubernetes;npm;Yarn;ASP.NET;ASP.NET Core ;Node.js;Microsoft Azure;Microsoft SQL Server;MongoDB;Redis,14,1
<35,No,Other,1,Man,Dev,9,8,United States of America,125000,Java;Kubernetes;Angular;AWS;MySQL,5,0
<35,No,Undergraduate,1,Man,Dev,7,7,Canada,156168,C#;HTML/CSS;JavaScript;PowerShell;Solidity;SQL;TypeScript;Docker;npm;Unity 3D;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;DigitalOcean;Microsoft Azure;Microsoft SQL Server;SQLite,19,1
>35,No,Master,1,Man,Dev,18,15,Canada,181155,Bash/Shell;Elixir;Kotlin;Python;SQL;TypeScript;Ansible;Docker;Kubernetes;Angular;Nuxt.js;Phoenix;Vue.js;CouchDB;PostgreSQL;Redis;SQLite,17,1
<35,No,Other,1,Man,Dev,8,3,United States of America,108000,Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Kotlin;Objective-C;PowerShell;Python;Rust;Swift;TypeScript;Homebrew;React.js;OVH,16,0
<35,No,Undergraduate,1,Man,Dev,18,9,United States of America,107000,C#;HTML/CSS;JavaScript;SQL;TypeScript;Docker;Angular;Angular.js;ASP.NET;ASP.NET Core ;AWS;Microsoft SQL Server,12,1
<35,No,Undergraduate,1,Man,Dev,7,6,United States of America,200000,C++;Java;Kotlin;Python;Docker;AWS;DynamoDB,7,0
>35,No,Master,1,Woman,Dev,15,5,United States of America,127000,JavaScript;Python;Docker;Django;React.js;Heroku;MySQL;PostgreSQL,8,0
>35,No,Master,1,Man,Dev,35,31,Sweden,125556,Erlang;Java;Python;Docker;Cassandra,5,0
<35,No,Master,1,Man,NotDev,19,7,Netherlands,106644,Java;Julia;Python;R;Ruby;Rust;SAS;VBA;Kubernetes;AWS;Microsoft Azure;VMware;Elasticsearch;Microsoft SQL Server;MySQL;Neo4j;PostgreSQL;SQLite,18,1
<35,No,Master,1,Man,Dev,6,4,United States of America,220000,Bash/Shell;Go;HTML/CSS;Lua;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Yarn;Google Cloud;MariaDB;PostgreSQL;SQLite,15,1
>35,No,Undergraduate,1,Man,Dev,34,30,United States of America,175000,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;Docker;Terraform;Angular;Flask;Svelte;AWS;DynamoDB;Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL;Redis;SQLite,21,1
<35,No,Undergraduate,1,Man,Dev,11,8,United States of America,105000,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;npm;Yarn;Angular;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL,16,1
<35,No,Undergraduate,1,Man,Dev,6,2,United States of America,105000,Java;JavaScript;Kotlin;Python;npm;Node.js;Firebase;Google Cloud;Cloud Firestore;MongoDB;SQLite,11,1
>35,No,Undergraduate,1,Man,Dev,39,35,United States of America,175000,APL;Assembly;Bash/Shell;C;C#;COBOL;Dart;Fortran;HTML/CSS;Java;JavaScript;Kotlin;LISP;Objective-C;PHP;Python;Ruby;SQL;Swift;Ansible;Docker;Homebrew;Kubernetes;Yarn;Ruby on Rails;AWS;Firebase;Linode;Cloud Firestore;DynamoDB;MongoDB;MySQL;Firebase Realtime Database;SQLite,34,1
<35,No,PhD,1,Man,NotDev,13,7,United States of America,135000,MATLAB;Python;Docker;AWS;Cassandra;MongoDB;MySQL;SQLite,8,0
<35,No,Undergraduate,1,Man,Dev,7,5,United States of America,200000,C#;JavaScript;Docker;npm;ASP.NET Core ;Express;Node.js;AWS;DynamoDB;Redis,10,1
>35,No,Undergraduate,1,Man,Dev,40,22,United States of America,175000,C#;HTML/CSS;JavaScript;PowerShell;SQL;ASP.NET;jQuery;AWS;Microsoft SQL Server,9,1
<35,No,NoHigherEd,0,Man,Dev,9,5,Poland,169272,C#;C++;Java;JavaScript;Kotlin;Rust;Scala;Docker;Unity 3D;Unreal Engine;AWS;Google Cloud;Elasticsearch;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,20,1
>35,No,Undergraduate,1,Man,Dev,27,27,United States of America,150000,C#;Go;JavaScript;PowerShell;SQL;TypeScript;Kubernetes;npm;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;Redis,13,1
<35,No,Undergraduate,1,Man,Dev,13,7,United States of America,180000,Bash/Shell;C++;Python;SQL;PostgreSQL,5,0
>35,No,Master,1,Man,Dev,35,16,Netherlands,106644,Bash/Shell;C++;Groovy;Java;PowerShell;SQL;Docker;Microsoft Azure;Oracle Cloud Infrastructure;Oracle;PostgreSQL,11,0
>35,No,Undergraduate,1,Man,Dev,43,36,United States of America,220000,Go;JavaScript;PHP;Python;SQL;Docker;Kubernetes;npm;Terraform;Express;FastAPI;Flask;Node.js;AWS;PostgreSQL;Redis,16,0
>35,No,Undergraduate,1,Man,Dev,17,12,Russian Federation,103908,Kotlin;SQL;Firebase;Google Cloud;SQLite,5,0
<35,No,Undergraduate,1,Man,Dev,15,7,United States of America,150500,Bash/Shell;HTML/CSS;JavaScript;Swift;TypeScript;Docker;Kubernetes;npm;Yarn;Express;Next.js;React.js;Vue.js;Google Cloud;Microsoft Azure;MongoDB,16,1
<35,No,Undergraduate,1,Man,Dev,11,8,United States of America,170000,Bash/Shell;Go;Groovy;Java;Kotlin;Python;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Yarn;Angular;AWS;Firebase;Cassandra;Elasticsearch;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,26,1
<35,No,Undergraduate,1,Man,Dev,9,7,Israel,125544,HTML/CSS;JavaScript;Python;Ruby;SQL;Homebrew;Kubernetes;npm;Django;Express;Node.js;React.js;Ruby on Rails;AWS;DynamoDB;MongoDB;MySQL;PostgreSQL;Redis,19,1
<35,No,Master,1,Man,Dev,9,8,United States of America,205000,HTML/CSS;JavaScript;Swift;TypeScript;Docker;Homebrew;npm;Yarn;Express;Node.js;React.js;AWS;DynamoDB;MongoDB,14,1
<35,No,Undergraduate,1,Man,Dev,10,5,Canada,148360,Kotlin;SQL;TypeScript;Docker;npm;Next.js;Node.js;AWS;MySQL,9,1
<35,No,Undergraduate,1,Man,Dev,10,5,United States of America,175000,Java;PHP;Python;SQL;Docker;Homebrew;Kubernetes;Terraform;Laravel;AWS;PostgreSQL;Redis,12,0
<35,No,Other,1,Man,Dev,10,7,United States of America,134000,Java;JavaScript;Kotlin;PHP;Rust;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Angular;Express;Node.js;Svelte;AWS;DigitalOcean;Cassandra;Elasticsearch;IBM DB2;MariaDB;Microsoft SQL Server;Oracle;PostgreSQL;Firebase Realtime Database;Redis,27,1
<35,No,Undergraduate,1,Man,Dev,6,4,United States of America,150000,Bash/Shell;Go;HTML/CSS;JavaScript;PHP;Python;Docker;Kubernetes;Terraform;Node.js;Nuxt.js;Vue.js;AWS;Google Cloud;Elasticsearch;MariaDB;MySQL;PostgreSQL,18,0
<35,No,Undergraduate,1,Man,Dev,10,5,United States of America,120000,Dart;Java;JavaScript;Kotlin;Objective-C;Swift;Docker;Homebrew;npm;AWS;Firebase;Google Cloud;Cloud Firestore;Firebase Realtime Database,14,0
>35,No,Undergraduate,1,Man,Dev,33,23,Norway,124447,Bash/Shell;C;C++;Clojure;Go;Java;Kotlin;Python;Rust;Scala;SQL;TypeScript;Docker;Kubernetes;Terraform;React.js;AWS;Google Cloud;Cassandra;MongoDB;PostgreSQL,21,1
>35,No,Master,1,Man,Dev,12,12,Switzerland,163403,SQL;VBA;Microsoft SQL Server,3,0
>35,No,Master,0,Man,NotDev,14,9,United States of America,120000,R;SQL;AWS;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,7,0
>35,No,Master,1,Man,Dev,32,22,United States of America,104000,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;npm;ASP.NET;jQuery;Microsoft Azure;VMware;Microsoft SQL Server,12,1
>35,No,PhD,1,Man,NotDev,40,30,United States of America,120000,C;C++;Fortran;Python;Homebrew,5,0
<35,No,Undergraduate,1,Woman,Dev,12,7,United States of America,110000,HTML/CSS;JavaScript;PHP;SQL;TypeScript;Ansible;Docker;Homebrew;npm;Yarn;Express;Node.js;React.js;AWS;DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis,19,1
>35,No,Other,1,Man,NotDev,28,25,United States of America,200000,C#;HTML/CSS;JavaScript;Python;SQL;ASP.NET;ASP.NET Core ;jQuery;AWS;Firebase;Microsoft SQL Server;MySQL,12,1
<35,No,Undergraduate,1,Man,Dev,12,9,Canada,117126,Bash/Shell;Julia;Python;Docker;AWS;PostgreSQL,6,0
>35,No,Undergraduate,1,Man,Dev,25,19,Israel,100440,C;C#;C++;PowerShell;SQL;Blazor;Microsoft Azure;Microsoft SQL Server;SQLite,9,1
>35,No,PhD,1,Man,Dev,30,25,United States of America,140000,JavaScript;TypeScript;Homebrew;Node.js;React.js;AWS,6,0
>35,Yes,Undergraduate,1,Man,Dev,22,18,United States of America,156000,C;C#;C++;Python;Docker,5,0
<35,No,Master,1,Man,Dev,12,9,United States of America,125000,HTML/CSS;JavaScript;Node.js;Cassandra,4,0
>35,No,Master,0,Man,Dev,14,13,United Kingdom of Great Britain and Northern Ireland,119357,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;npm;ASP.NET;ASP.NET Core ;Next.js;Node.js;React.js;Microsoft Azure;Microsoft SQL Server,15,1
>35,No,Master,1,Man,Dev,9,7,United States of America,185000,C#;JavaScript;OCaml;PHP;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Yarn;ASP.NET Core ;Gatsby;jQuery;Next.js;Node.js;React.js;Vue.js;AWS;DigitalOcean;Firebase;Google Cloud;Heroku;MongoDB;MySQL;PostgreSQL,26,1
<35,No,Undergraduate,1,Man,Dev,12,7,United States of America,120000,Dart;Go;JavaScript;TypeScript;Docker;Homebrew;npm;Angular.js;Express;Next.js;Node.js;React.js;AWS;Firebase;Cloud Firestore;DynamoDB;MongoDB;SQLite,18,1
<35,No,Master,1,Man,Dev,12,8,United States of America,165000,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;npm;Terraform;Yarn;Angular.js;Express;Node.js;React.js;AWS;Firebase;Microsoft Azure;DynamoDB;Microsoft SQL Server;MongoDB;Neo4j;PostgreSQL;Firebase Realtime Database;Redis,24,1
<35,No,Master,1,Man,Dev,24,12,Slovakia,192000,Bash/Shell;Go;HTML/CSS;JavaScript;TypeScript;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;Fastify;Node.js;React.js;Google Cloud;PostgreSQL;Redis,17,1
<35,No,Undergraduate,1,Man,Dev,10,7,United States of America,150000,JavaScript;Python;TypeScript;Docker;Django;React.js;AWS;MySQL,8,0
>35,No,Undergraduate,1,Man,Dev,25,18,United States of America,109500,HTML/CSS;JavaScript;TypeScript;Angular,4,0
<35,No,Undergraduate,1,Man,Dev,16,12,United States of America,185000,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Ansible;Docker;npm;Angular;ASP.NET;ASP.NET Core ;Node.js;React.js;DigitalOcean;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis,20,1
<35,No,Other,1,Man,NotDev,14,9,Brazil,115920,Go;HTML/CSS;JavaScript;Python;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;AWS;DynamoDB;Elasticsearch;MongoDB;PostgreSQL,16,1
>35,No,Undergraduate,1,Man,Dev,40,35,United States of America,200000,C#;F#;SQL;npm;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server,8,1
<35,No,Master,1,Man,NotDev,10,6,United States of America,200000,Python;R;SQL;AWS;MariaDB;Microsoft SQL Server,6,0
<35,No,Undergraduate,1,Man,Dev,15,10,Canada,117126,C#;JavaScript;SQL;Docker;npm;AWS;DynamoDB;Microsoft SQL Server,8,1
<35,No,Undergraduate,1,Man,Dev,14,10,United States of America,135000,Bash/Shell;Go;Groovy;HTML/CSS;Java;Python;SQL;Docker;Homebrew;Kubernetes;Terraform;Express;Google Cloud;MySQL,14,0
>35,No,Master,1,Man,Dev,30,25,United States of America,155000,Python;SQL;Homebrew;Kubernetes;Google Cloud;Microsoft SQL Server;PostgreSQL,7,0
<35,No,Other,1,Man,Dev,10,6,Romania,150000,Clojure;Go;JavaScript;Svelte;PostgreSQL,5,0
<35,No,Other,1,Man,Dev,13,6,Israel,177564,Assembly;Bash/Shell;C;C#;C++;Go;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Unity 3D;Yarn;Django;Flask;Next.js;Node.js;React.js;Ruby on Rails;AWS;Firebase;Heroku;Managed Hosting;Cloud Firestore;DynamoDB;MongoDB;MySQL;PostgreSQL;SQLite,34,1
>35,No,Master,0,Man,Dev,17,10,Germany,179160,JavaScript;TypeScript;npm;Yarn;Node.js;React.js;Svelte,7,1
>35,No,Undergraduate,0,Man,Dev,40,30,United States of America,180000,Assembly;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Objective-C;Python;SQL;VBA;Docker;Flow;npm;ASP.NET;ASP.NET Core ;jQuery;React.js;AWS;Google Cloud;Managed Hosting;Microsoft Azure;Microsoft SQL Server,23,1
>35,No,Master,1,Man,Dev,16,13,United States of America,200000,Bash/Shell;C#;F#;JavaScript;Kotlin;PowerShell;Python;Docker;Homebrew;Kubernetes;npm;ASP.NET Core ;Blazor;AWS;Firebase;Microsoft Azure;MongoDB;PostgreSQL;Firebase Realtime Database;Redis,20,1
<35,No,Other,1,Man,Dev,15,10,Canada,117126,Assembly;Bash/Shell;Go;HTML/CSS;JavaScript;Lua;Python;TypeScript;Docker;npm;Yarn;Angular;Angular.js;Node.js;Vue.js;AWS;DigitalOcean;Microsoft Azure;DynamoDB;PostgreSQL;Redis;SQLite,22,1
<35,No,Undergraduate,1,Man,Dev,5,5,United States of America,120000,HTML/CSS;JavaScript;SQL;TypeScript;Docker;Homebrew;npm;Yarn;Express;Next.js;Node.js;React.js;AWS;DigitalOcean;Heroku;DynamoDB;MySQL;PostgreSQL,18,1
>35,No,Master,0,Man,NotDev,30,27,Netherlands,127968,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;Ansible;Docker;Homebrew;Kubernetes;Django;Colocation;VMware;MariaDB;MySQL;PostgreSQL;SQLite,17,0
<35,No,Master,1,Man,Dev,11,10,United States of America,165000,C++;JavaScript;Python;Chef;Docker;AWS,6,0
<35,No,Master,1,Man,Dev,10,5,United States of America,130000,Python;SQL;Docker;FastAPI;PostgreSQL;SQLite,6,0
>35,No,PhD,1,Man,Dev,19,8,United States of America,105000,Bash/Shell;C++;Fortran;HTML/CSS;JavaScript;Python;Docker,7,0
<35,No,Undergraduate,1,Man,Dev,12,7,United States of America,105000,Assembly;C;JavaScript;Python;Docker;npm;Yarn;Node.js;Vue.js;DigitalOcean,10,0
<35,No,Undergraduate,1,Man,Dev,10,9,United States of America,151000,C#;Go;JavaScript;SQL;Docker;Homebrew;npm;ASP.NET Core ;Node.js;React.js;AWS;DigitalOcean;DynamoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,18,1
>35,No,Master,0,Man,Dev,40,30,Croatia,127968,C;C++;JavaScript;MATLAB;Python;Docker;Unreal Engine;Angular;AWS;Google Cloud,10,0
<35,No,Undergraduate,1,Man,Dev,9,6,United States of America,110000,C#;C++;HTML/CSS;JavaScript;SQL;TypeScript;Docker;Homebrew;npm;Terraform;Node.js;React.js;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server;PostgreSQL,17,1
<35,No,Undergraduate,1,Man,Dev,14,10,Israel,118380,Bash/Shell;C++;Python;Docker;AWS;MongoDB,6,0
<35,No,Undergraduate,1,Man,Dev,5,4,United States of America,120000,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;Solidity;SQL;Swift;Docker;npm;Yarn;Express;Node.js;React.js;AWS;DynamoDB;Microsoft SQL Server;MySQL;PostgreSQL,24,1
<35,No,Master,0,Man,Dev,5,3,Norway,207411,Bash/Shell;C#;JavaScript;PowerShell;Python;R;Scala;SQL;VBA;Docker;Homebrew;npm;Terraform;Django;AWS;Google Cloud;Microsoft Azure;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;SQLite,22,1
<35,No,Undergraduate,1,Man,NotDev,11,8,Germany,106644,Java;Kotlin;Python;Ruby;Swift;Ansible;Chef;Homebrew;npm;AWS;Firebase;Google Cloud,12,0
<35,No,Master,1,Man,Dev,17,10,Spain,142000,JavaScript;Python;Ruby;SQL;TypeScript;Docker;Kubernetes;npm;Yarn;Vue.js;Firebase;Google Cloud;Cloud Firestore;PostgreSQL,14,0
>35,No,Undergraduate,1,Man,Dev,15,12,Thailand,119436,Clojure;Ansible;Homebrew;DigitalOcean;PostgreSQL;Redis,6,0
<35,No,PhD,1,Man,NotDev,7,6,United States of America,110000,HTML/CSS;Python;R;SQL,4,0
<35,No,Undergraduate,1,Man,Dev,12,7,United States of America,108000,HTML/CSS;JavaScript;Python;TypeScript;Docker;npm;Angular;Angular.js;jQuery;Svelte;Vue.js;AWS;VMware;MongoDB;Redis,15,1
>35,No,Undergraduate,1,Man,Dev,27,23,United States of America,125000,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript;Docker;npm;Angular;Angular.js;Express;Node.js;Linode;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis,19,1
<35,No,Undergraduate,1,Man,Dev,12,7,United States of America,115000,Bash/Shell;C#;JavaScript;MATLAB;PowerShell;SQL;VBA;MongoDB,8,1
<35,No,Master,1,Woman,Dev,11,5,Canada,161634,Bash/Shell;C;Go;Python;Rust;SQL;Docker;Homebrew;Kubernetes;npm;Terraform;Node.js;AWS;Firebase;Google Cloud;PostgreSQL,16,1
>35,No,Undergraduate,1,Man,Dev,26,22,United States of America,128000,Bash/Shell;C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript;npm;Angular;Blazor;AWS;Microsoft Azure;Microsoft SQL Server,14,1
>35,No,PhD,0,Man,Dev,15,8,Germany,149301,Clojure;Scala;Docker;AWS;DynamoDB,5,0
<35,No,Other,1,Man,Dev,5,3,Israel,125544,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Python;Ruby;TypeScript;Chef;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;Angular;Express;Fastify;jQuery;Next.js;Node.js;Nuxt.js;React.js;Ruby on Rails;Svelte;Vue.js;AWS;Firebase;Google Cloud;VMware;DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,36,1
<35,No,Undergraduate,1,Man,Dev,10,6,United States of America,170000,C#;HTML/CSS;JavaScript;SQL;Docker;npm;Yarn;ASP.NET;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server,12,1
<35,No,Undergraduate,1,Man,Dev,12,5,Ireland,106644,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Docker;npm;Express;Gatsby;jQuery;Laravel;Node.js;Nuxt.js;Vue.js;AWS;DigitalOcean;Microsoft Azure;DynamoDB;MariaDB;MongoDB;MySQL;Redis,23,1
>35,No,Undergraduate,1,Man,Dev,35,27,United States of America,112000,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python;Ruby;SQL;Ansible;Angular.js;jQuery;React.js;Ruby on Rails;AWS;Google Cloud;MySQL;Oracle;PostgreSQL,22,1
<35,No,Master,1,Woman,Dev,6,2,United States of America,125000,Python;SQL;Homebrew;Kubernetes;FastAPI;Flask;Node.js;AWS;MySQL;PostgreSQL,10,0
<35,No,Master,1,Man,Dev,10,4,United States of America,120000,C#;JavaScript;Unity 3D;Unreal Engine,4,0
>35,No,Master,0,Man,Dev,9,9,Morocco,156000,HTML/CSS;JavaScript;Kotlin;Objective-C;Ruby;Swift;TypeScript;Homebrew;Yarn;React.js;Ruby on Rails;AWS;DigitalOcean;Firebase;OVH;PostgreSQL;Firebase Realtime Database,17,0
>35,No,Master,1,Man,Dev,25,21,Switzerland,139616,Bash/Shell;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript;Ansible;Docker;Kubernetes;npm;Terraform;Express;Flask;Node.js;Vue.js;AWS;OVH;DynamoDB;Elasticsearch;MariaDB;MySQL,25,1
<35,No,Undergraduate,1,Woman,Dev,23,12,United States of America,165000,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Python;TypeScript;Docker;Kubernetes;npm;Terraform;Angular;Node.js;AWS;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure;VMware;MongoDB,19,1
<35,No,Master,1,Man,Dev,9,4,United States of America,143000,Go;Python;Docker;Kubernetes;FastAPI;AWS;PostgreSQL,7,0
<35,No,Undergraduate,1,Man,Dev,10,6,United States of America,120000,C#;HTML/CSS;JavaScript;SQL;TypeScript;npm;Yarn;Angular;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server;Redis,13,1
